R_ID,zone,Resource,THERM,DISP,NDISP,STOR,DR,HEAT,NACC,HYDRO,TRADER,RPS,CES,Num_VRE_bins,Commit,Min_Share,Max_Share,Existing_Cap_MW,Existing_Charge_Cap_MW,Existing_Cap_MWh,Existing_Charge_Cap_MWh,New_Build,Cap_size,Max_Cap_MW,Min_Share_percent,Max_Share_percent,Inv_cost_per_MWyr,Inv_cost_per_MWhyr,Fixed_OM_cost_per_MWyr,Var_OM_cost_per_MWh,Externality_cost_MWh,Start_cost_per_MW_alt,Start_cost_per_MW,Start_cost,Start_fuel_MMBTU_per_MW,Start_fuel_MMBTU_per_start,Heat_rate_MMBTU_per_MWh,Fuel,Min_power,Self_disch,Eff_up,Eff_down,Ratio_power_to_energy,Min_Duration,Max_Duration,Max_DSM_delay,Max_DSM_advance,DSM_energy_eff,Ramp_Up_percentage,Ramp_Dn_percentage,Up_time,Down_time,NACC_Eff,NACC_Peak_to_Base,Reg_Up,Reg_Dn,Rsv_Up,Rsv_Dn,Reg_Cost,Rsv_Cost,voltage_level,Min_Cap_MW,Fixed_OM_cost_per_MWhyr,Var_OM_cost_per_MWh_in,Fixed_CAP,Fixed_CAP_MW,Inv_cost_charge_per_MWyr,Fixed_OM_cost_charge_per_MWyr,InveterLoadRatio,EtaInverter,Hydro_Res_flexibility_days
76,4,Storage_flow,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,43000,4600,4080,0.85,0,0,0,0,0,0,0,none,0,0.000063,0.92,0.88,0,0.25,300,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,trans,-1,0,1,0,0,0,0,0,0,0
77,5,Storage_flow,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,43000,4600,4080,0.85,0,0,0,0,0,0,0,none,0,0.000063,0.92,0.88,0,0.25,300,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,trans,-1,0,1,0,0,0,0,0,0,0
78,6,Storage_flow,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,43000,4600,4080,0.85,0,0,0,0,0,0,0,none,0,0.000063,0.92,0.88,0,0.25,300,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,trans,-1,0,1,0,0,0,0,0,0,0
79,1,Hydrogen,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,110300,500,11000,1.86,0,0,0,0,0,0,0,none,0,0,0.77,0.62,0,0.25,300,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,trans,-1,70,1,0,0,45600,20355,0,0,0
80,2,Hydrogen,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,110300,500,11000,1.86,0,0,0,0,0,0,0,none,0,0,0.77,0.62,0,0.25,300,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,trans,-1,70,1,0,0,45600,20355,0,0,0
81,3,Hydrogen,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,110300,500,11000,1.86,0,0,0,0,0,0,0,none,0,0,0.77,0.62,0,0.25,300,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,trans,-1,70,1,0,0,45600,20355,0,0,0
82,4,Hydrogen,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,110300,500,11000,1.86,0,0,0,0,0,0,0,none,0,0,0.77,0.62,0,0.25,300,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,trans,-1,70,1,0,0,45600,20355,0,0,0
83,5,Hydrogen,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,110300,500,11000,1.86,0,0,0,0,0,0,0,none,0,0,0.77,0.62,0,0.25,300,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,trans,-1,70,1,0,0,45600,20355,0,0,0
84,6,Hydrogen,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,110300,500,11000,1.86,0,0,0,0,0,0,0,none,0,0,0.77,0.62,0,0.25,300,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,trans,-1,70,1,0,0,45600,20355,0,0,0
85,2,PV_Distr_2,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1524,0,0,0,1,1,-1,0,0,89900,0,8928,0,0,0,0,0,0,0,0,none,0,0,1.00,1.00,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,trans,3047,0,0,0,0,0,0,0,0,0
86,3,PV_Distr_3,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,498,0,0,0,1,1,-1,0,0,89900,0,8928,0,0,0,0,0,0,0,0,none,0,0,1.00,1.00,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,trans,1208.6,0,0,0,0,0,0,0,0,0
87,4,PV_Distr_4,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,725,0,0,0,1,1,-1,0,0,89900,0,8928,0,0,0,0,0,0,0,0,none,0,0,1.00,1.00,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,trans,1127.184466,0,0,0,0,0,0,0,0,0
88,5,PV_Distr_5,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,612,0,0,0,1,1,-1,0,0,89900,0,8928,0,0,0,0,0,0,0,0,none,0,0,1.00,1.00,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,trans,1220.38835,0,0,0,0,0,0,0,0,0
89,6,PV_Distr_6,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,471,0,0,0,1,1,-1,0,0,89900,0,8928,0,0,0,0,0,0,0,0,none,0,0,1.00,1.00,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,trans,1631.067961,0,0,0,0,0,0,0,0,0
